OBJECTID,ID,Year,Reported Date,Occurred Date,Day of Week,Offence Category,Bicycle Style,Bicycle Value,Bicycle Make,Bicycle Model,Bicycle Type,Bicycle Frame,Bicycle Colour,Bicycle Speed,Neighbourhood,Sector,Division,Census Tract,x,y
2472,2146,2021,7/15/2021 4:00:00 AM,7/15/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,2000,TES,N/A,MOUNTAIN,MEN'S,BLACK,0,Riverview,Sector 33,East,5050054,368185.7049,5032111.583
2473,2147,2021,7/15/2021 4:00:00 AM,7/15/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,180,SHIMANO,HYBRID BICYCLE,MOUNTAIN,UNISEX,BLACK,0,Vanier South,Sector 25,Central,5050011.04,370984.323,5030357.72
2474,2148,2021,7/15/2021 4:00:00 AM,7/15/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,500,CCM,SL 2.0 DUAL SUS,MOUNTAIN,MEN'S,BLACK,1,Sandy Hill,Sector 24,Central,5050101,370476.306,5032796.585
2475,2150,2021,7/15/2021 4:00:00 AM,7/14/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,650,GIANT,N/A,HYBRID,UNISEX,BLACK,21,Riverview,Sector 33,East,5050049,368509.7079,5031305.575
2476,2287,2021,7/15/2021 4:00:00 AM,7/13/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,370,EURO,700C,REGULAR,MEN'S,BLACK  WHITE,21,Billings Bridge - Alta Vista,Sector 34,East,5050011.03,370267.717,5030199.563
2477,2400,2021,7/15/2021 4:00:00 AM,7/15/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,230,HYPER,700C,REGULAR,UNISEX,BLUE,6,Vanier South,Sector 25,Central,5050054,368128.703,5032748.589
2478,2523,2021,7/15/2021 4:00:00 AM,7/15/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,800,TREK,N/A,MOUNTAIN,UNISEX,GRAY,0,Riverview,Sector 33,East,5050011.04,370984.323,5030357.72
2479,2524,2021,7/15/2021 4:00:00 AM,7/15/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,2400,ARROW,N/A,MOUNTAIN,MEN'S,GRAY,27,Centretown,Sector 23,Central,5050101,370476.306,5032796.585
2480,3048,2021,7/15/2021 4:00:00 AM,7/15/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,SEIZED,0,NA,N/A,MOUNTAIN,UNISEX,YE LIGHT BLUE ACK,18,Byward Market,Sector 24,Central,5050054,368257.334,5032531.078
2481,1851,2021,7/14/2021 4:00:00 AM,7/14/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,OTHER,WOMEN'S, LIGHT BLUE,0,Lowertown,Sector 24,Central,5050040,367069.703,5030641.57
2482,2399,2021,7/14/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,230,NISHIKI,ALOUETTE,HYBRID,MEN'S,BLUE,21,Lowertown,Sector 24,Central,5050013,370353.7129,5032101.579
2483,2531,2021,7/14/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,400,NORTHROCK,XC29,MOUNTAIN,MEN'S,GRAY,21,Riverview,Sector 33,East,5050052,369188.909,5033202.388
2484,2577,2021,7/14/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,500,RALEIGH,OVERTAKE 700C,HYBRID,UNISEX,GRAY,1,Centretown,Sector 23,Central,5050052,369188.909,5033202.388
2485,2808,2021,7/14/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,600,GIANT,N/A,MOUNTAIN,WOMEN'S,PURPLE,21,Overbrook - McArthur,Sector 25,Central,5050052,369188.909,5033202.388
2486,2993,2021,7/14/2021 4:00:00 AM,7/13/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,1500,GIAN,ESCAPE 1,HYBRID,MEN'S,SILK,1,Lowertown,Sector 24,Central,5050011.03,370267.717,5030199.563
2487,2145,2021,7/13/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,400,GHOST,N/A,MOUNTAIN,CHILD'S,BLACK,0,Westboro,Sector 21,Central,5050056,368900.7049,5033101.591
2488,2398,2021,7/13/2021 4:00:00 AM,7/13/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,0,KONA,N/A,REGULAR,WOMEN'S,BLUE,0,Centretown,Sector 23,Central,5050040,367069.703,5030641.57
2489,2632,2021,7/13/2021 4:00:00 AM,7/9/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,RECOVERED,0,TRANSIO,GT,HYBRID,MEN'S,GRAYRED,0,Lowertown,Sector 24,Central,5050033.02,363519.691,5028482.552
2490,2038,2021,7/12/2021 4:00:00 AM,7/12/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,300,CCM,N/A,MOUNTAIN,MEN'S,BLACK,0,Byward Market,Sector 24,Central,5050037,368315.7071,5031289.575
2491,2141,2021,7/12/2021 4:00:00 AM,7/12/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,833,GT,LAGUNA PRO MOUN,MOUNTAIN,WOMEN'S,BLACK,21,Byward Market,Sector 24,Central,5050141.12,364477.0459,5014865.719
2492,2142,2021,7/12/2021 4:00:00 AM,7/12/2021 4:00:00 AM,Monday,THEFT <BICYCLE,RECOVERED,1000,MARIN,ARGENTA,TOURING,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050037,368315.7071,5031289.575
2493,2143,2021,7/12/2021 4:00:00 AM,7/12/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,650,DIMMER,HARDTAIL,HYBRID,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050160.06,350508.5849,5019177.484
2494,2144,2021,7/12/2021 4:00:00 AM,6/29/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,700,CUBE,HIDE PRO 2015 M,HYBRID,MEN'S,BLACK,8,Bells Corners West,Sector 15,West,5050052,369132.7079,5032511.585
2495,2286,2021,7/12/2021 4:00:00 AM,7/9/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,500,SIMS,SEABREEZE,TOURING,WOMEN'S,BLACK  WHITE,0,Chapman Mills,Sector 16,West,5050136.02,356297.646,5019854.472
2496,2311,2021,7/12/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Monday,THEFT <BICYCLE,N/A,1100,GIANT,CONTEND,RACER,MEN'S,BLACK GREEN,18,Centretown,Sector 23,Central,5050054,368020.7041,5032211.584
2497,2504,2021,7/12/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1000,GIANT,ESCAPE 3,HYBRID,MEN'S,DARK GREEN,1,Kanata Lakes - Arcardia,Sector 13,West,5050054,368020.7041,5032211.584
2498,2710,2021,7/12/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1258,KONA,COCO,REGULAR,WOMEN'S,N/A,0,Greenboro East,Sector 35,East,5050054,368020.7041,5032211.584
2499,2733,2021,7/12/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1000,CANNONDALE,N/A,HYBRID,MEN'S,N/A,1,Byward Market,Sector 24,Central,5050054,368020.7041,5032211.584
2500,2805,2021,7/12/2021 4:00:00 AM,7/3/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,REGULAR,UNISEX,PINK ORANGE,21,Byward Market,Sector 24,Central,5050038,367694.7049,5030915.572
2501,2947,2021,7/12/2021 4:00:00 AM,7/12/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,400,CCM,N/A,REGULAR,UNISEX,REDGRAY,1,Sandy Hill,Sector 24,Central,5050001.06,372619.1951,5025288.698
2502,1952,2021,7/11/2021 4:00:00 AM,7/10/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,RECOVERED,1500,RALEIGH,R-700,OTHER,MEN'S, WHITE,1,Old Ottawa South,Sector 22,Central,5050051,368690.706,5032425.585
2503,2140,2021,7/11/2021 4:00:00 AM,7/10/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,1000,ROCKY MOUNTAIN,2021 SOUL 20,MOUNTAIN,MEN'S,BLACK,10,Kanata Lakes - Arcardia,Sector 13,West,5050017,368417.0271,5027954.761
2504,2317,2021,7/11/2021 4:00:00 AM,7/10/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,0,DIADORA,N/A,MOUNTAIN,MEN'S,BLACK GREEN,10,Centrepointe,Sector 15,West,5050137.05,361954.6819,5022256.496
2505,2535,2021,7/11/2021 4:00:00 AM,7/10/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,1000,NORCO,AVANTI SL,RACER,MEN'S,GRAY,21,Old Ottawa South,Sector 22,Central,5050017,368417.0271,5027954.761
2506,2692,2021,7/11/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,RECOVERED,150,EVERYDAY,N/A,REGULAR,WOMEN'S,LIGHT GREEN,1,Kanata Lakes - Arcardia,Sector 13,West,5050160.06,350508.5849,5019177.484
2507,2888,2021,7/11/2021 4:00:00 AM,7/11/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,RECOVERED,500,HYPER,SPINFIT,HYBRID,MEN'S,RED,1,Sandy Hill,Sector 24,Central,5050160.06,350508.5849,5019177.484
2508,2664,2021,7/10/2021 4:00:00 AM,7/9/2021 4:00:00 AM,Saturday,THEFT <BICYCLE,RECOVERED,600,MIEL,YEPA,MOUNTAIN,MEN'S,GREEN,0,Lindenlea - New Edinburgh,Sector 25,Central,5050057,369225.149,5033713.152
2509,2845,2021,7/9/2021 4:00:00 AM,7/8/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,100,HUFFY,GOOD VIBRATIONS,OTHER,MEN'S,RED,1,Centretown,Sector 23,Central,5050039,367420.7049,5030356.567
2510,2887,2021,7/9/2021 4:00:00 AM,7/8/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,400,RALEIGH,N/A,MOUNTAIN,MEN'S,RED,21,Centretown,Sector 23,Central,5050039,367420.7049,5030356.567
2511,1871,2021,7/8/2021 4:00:00 AM,7/8/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,RECOVERED,900,UNKNOWN,N/A,OTHER,UNISEX, N/A,1,Whitehaven - Queensway Terrace North,Sector 14,West,5050049,368536.7079,5030936.571
2512,2397,2021,7/8/2021 4:00:00 AM,7/7/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,1000,APEX,N/A,HYBRID,MEN'S,BLUE,24,Hintonburg - Mechanicsville,Sector 21,Central,5050046,365207.697,5029538.561
2513,2992,2021,7/8/2021 4:00:00 AM,7/6/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,100,TREK,N/A,HYBRID,MEN'S,SILK,21,Centretown,Sector 23,Central,5050029,359924.6729,5024562.516
2514,2138,2021,7/7/2021 4:00:00 AM,7/6/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,1185,KONA,DEW DELUXE 2020,MOUNTAIN,MEN'S,BLACK,1,Glebe - Dows Lake,Sector 22,Central,5050050,369178.7989,5031334.746
2515,2139,2021,7/7/2021 4:00:00 AM,7/7/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,100,UNKNOWN,N/A,HYBRID,MEN'S,BLACK,0,Sandy Hill,Sector 24,Central,5050036,368492.709,5030332.566
2516,2484,2021,7/7/2021 4:00:00 AM,7/2/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,1000,TREK,N/A,MOUNTAIN,MEN'S,BRONZE,21,Chapman Mills,Sector 16,West,5050141.12,364286.8811,5014761.599
2517,2846,2021,7/7/2021 4:00:00 AM,7/7/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,350,SCHWINN,N/A,HYBRID,MEN'S,RED,21,Glebe - Dows Lake,Sector 22,Central,5050036,368492.709,5030332.566
2518,1850,2021,7/6/2021 4:00:00 AM,6/30/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,700,GIAN,N/A,OTHER,WOMEN'S, LIGHT BLUE,0,Centretown,Sector 23,Central,5050045,363456.691,5028811.555
2519,1884,2021,7/6/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,2000,CANONDALE,TRAIL 7,MOUNTAIN,MEN'S, ORANGE,12,Centretown,Sector 23,Central,5050044,364318.053,5028962.122
2520,2053,2021,7/6/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,340,KUNSTADT SPORTS,RAILAI 10 GLEBE,OTHER,WOMEN'S,BLACK,0,Hintonburg - Mechanicsville,Sector 21,Central,5050043,365714.7,5029189.558
2521,2299,2021,7/6/2021 4:00:00 AM,7/6/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,SEIZED,0,TREK,MOUNTAINTRACK 8,MOUNTAIN,MEN'S,BLACK GRAY,21,Glebe - Dows Lake,Sector 22,Central,5050048,367792.7049,5031451.577
2522,2396,2021,7/6/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,RECOVERED,300,LOUIS GARNEAU,N/A,REGULAR,UNISEX,BLUE,0,Glebe - Dows Lake,Sector 22,Central,5050041,366656.7019,5030537.57
2523,2576,2021,7/6/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,RECOVERED,300,INFINITY,SUPERIOR,REGULAR,WOMEN'S,GRAY,0,Westboro,Sector 21,Central,5050041,366656.7019,5030537.57
2524,2731,2021,7/6/2021 4:00:00 AM,6/30/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,UNKNOWN,OTHER,UNISEX,N/A,1,Island Park - Wellington Village,Sector 21,Central,5050018,368728.3079,5029342.493
2525,2732,2021,7/6/2021 4:00:00 AM,6/30/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,UNKNOWN,OTHER,UNISEX,N/A,1,Hintonburg - Mechanicsville,Sector 21,Central,5050018,368728.3079,5029342.493
2526,2938,2021,7/6/2021 4:00:00 AM,7/6/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,SEIZED,0,MOUN,RIDGERUNNER DX,MOUNTAIN,UNISEX,RED WHITE,6,West Centretown,Sector 22,Central,5050048,367792.7049,5031451.577
2527,2991,2021,7/6/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,150,JAMIS,ALLEGRO 1.0,HYBRID,MEN'S,SILK,0,West Centretown,Sector 22,Central,5050043,365714.7,5029189.558
2528,1849,2021,7/5/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,4000,BERTRAND,N/A,TOURING,UNISEX, LIGHT BLUE,21,Katimavik - Hazeldean,Sector 13,West,5050048,367809.0262,5031868.485
2529,2357,2021,7/5/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,800,GIANT,TALON,HYBRID,MEN'S,BLUE,0,Katimavik - Hazeldean,Sector 13,West,5050160.03,350759.811,5018219.855
2530,2575,2021,7/5/2021 4:00:00 AM,6/8/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,500,JAMIS,N/A,MOUNTAIN,UNISEX,GRAY,0,Centretown,Sector 23,Central,5050019,367723.7079,5029188.557
2531,2646,2021,7/5/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,2000,STEELWOOL,TWEED,TOURING,MEN'S,GREEN,21,Glebe - Dows Lake,Sector 22,Central,5050160.03,350759.811,5018219.855
2532,2762,2021,7/5/2021 4:00:00 AM,7/4/2021 4:00:00 AM,Monday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Katimavik - Hazeldean,Sector 13,West,5050054,368294.803,5032090.741
2533,2990,2021,7/5/2021 4:00:00 AM,7/5/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1000,MEC,SILHOUETTE,TOURING,UNISEX,SILK,27,Sandy Hill,Sector 24,Central,5050160.03,350759.811,5018219.855
2534,2137,2021,7/4/2021 4:00:00 AM,7/3/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,200,GMX,BMX,BMX,MEN'S,BLACK,1,Queenswood Heights,Sector 31,East,5050170.03,382049.7449,5037817.585
2535,2136,2021,7/3/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,650,TREK,7.3 FX,HYBRID,UNISEX,BLACK,0,Old Ottawa East,Sector 22,Central,5050013,370080.7121,5032244.581
2536,2817,2021,7/3/2021 4:00:00 AM,7/2/2021 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,339,EVERYDAY TRINIT,"HYBRID BIKE, 70",HYBRID,WOMEN'S,PURPLE,7,Overbrook - McArthur,Sector 25,Central,5050015,369571.7129,5030899.57
2537,1883,2021,7/2/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,500,EUROBIKE,TSM S7 27.5,MOUNTAIN,MEN'S, ORANGE,21,Old Ottawa South,Sector 22,Central,5050151.06,349820.834,5012593.042
2538,2021,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,350,GIANT,XTC 2,MOUNTAIN,MEN'S,BLACK,18,Old Ottawa South,Sector 22,Central,5050017,368109.0471,5027766.436
2539,2052,2021,7/2/2021 4:00:00 AM,6/27/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,450,NORTHROCK,N/A,MOUNTAIN,MEN'S,BLACK,21,Old Ottawa South,Sector 22,Central,5050125.06,382208.9013,5035069.235
2540,2134,2021,7/2/2021 4:00:00 AM,6/27/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1000,GIANT,TALON 3,MOUNTAIN,MEN'S,BLACK,21,Old Ottawa South,Sector 22,Central,5050125.06,382208.9013,5035069.235
2541,2135,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,499,CCM,2,MOUNTAIN,UNISEX,BLACK,21,Chapel Hill South,Sector 31,East,5050050,368636.8819,5031723.753
2542,2528,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,300,MIELE (PROCYCLE,N/A,HYBRID,MEN'S,GRAY,21,Byward Market,Sector 24,Central,5050017,368109.0471,5027766.436
2543,2529,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,0,PONYCYCLE,N/A,OTHER,UNISEX,GRAY,0,Byward Market,Sector 24,Central,5050017,368109.0471,5027766.436
2544,2730,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,700,OPUS,ORPHEO 5,HYBRID,WOMEN'S,N/A,1,Chapel Hill South,Sector 31,East,5050017,368109.0471,5027766.436
2545,2849,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,300,DIADORA,SAVONA,MOUNTAIN,WOMEN'S,RED,7,Stittsville,Sector 13,West,5050017,368109.0471,5027766.436
2546,2885,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,300,KUNSTADT,KUNSTADT,HYBRID,UNISEX,RED,1,Sandy Hill,Sector 24,Central,5050050,368385.809,5031809.649
2547,2886,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,0,GIAN,UNKNOWN,HYBRID,MEN'S,RED,1,Old Ottawa South,Sector 22,Central,5050029,359625.6729,5025371.523
2548,2934,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1799,GIAN,SL,HYBRID,MEN'S,RED DARK BLACK,22,Sandy Hill,Sector 24,Central,5050054,368139.7041,5032451.586
2549,2935,2021,7/2/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1200,CANNONDALE,QUICKSILVER,HYBRID,MEN'S,RED DARK BLACK,21,Britannia Village,Sector 14,West,5050054,368139.7041,5032451.586
2550,2133,2021,7/1/2021 4:00:00 AM,6/30/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,0,OTHER,N/A,HYBRID,UNISEX,BLACK,1,Byward Market,Sector 24,Central,5050054,368020.7041,5032211.584
2551,2476,2021,7/1/2021 4:00:00 AM,7/1/2021 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,0,TREK,N/A,MOUNTAIN,MEN'S,BLUEGRAY,21,Katimavik - Hazeldean,Sector 13,West,5050160.05,352323.6121,5017351.452
2552,1910,2021,6/30/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,600,DAVINCI,N/A,RACER,MEN'S, WHITE,21,Centretown,Sector 23,Central,5050048,367034.703,5030997.574
2553,1994,2021,6/30/2021 4:00:00 AM,6/30/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,400,SCHW,N/A,MOUNTAIN,MEN'S, WHITE RED,21,Laurentian,Sector 14,West,5050033.01,362910.689,5028065.548
2554,2503,2021,6/30/2021 4:00:00 AM,6/29/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,300,UNKNOWN,EARLY 2000S,REGULAR,MEN'S,DARK GREEN,60,Centretown,Sector 23,Central,5050005,370838.8789,5026881.084
2555,2574,2021,6/30/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,770,BREEZER,COMMUTER,HYBRID,MEN'S,GRAY,18,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050048,367034.703,5030997.574
2556,1834,2021,6/29/2021 4:00:00 AM,6/19/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,900,DEVINCI,N/A,OTHER,MEN'S, DARK BLUE,0,West Centretown,Sector 22,Central,5050020.01,367417.5989,5026899.964
2557,2132,2021,6/29/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1275,GT,AVALANCHE,MOUNTAIN,MEN'S,BLACK,10,Lowertown,Sector 24,Central,5050004,369680.7189,5027137.538
2558,2303,2021,6/29/2021 4:00:00 AM,6/25/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,600,NORC,ROMA,OTHER,UNISEX,BLACK GRAY,1,Old Ottawa East,Sector 22,Central,5050015,368998.32,5030968.133
2559,2304,2021,6/29/2021 4:00:00 AM,6/25/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,600,NORC,N/A,OTHER,UNISEX,BLACK GRAY,1,Old Ottawa East,Sector 22,Central,5050015,368998.32,5030968.133
2560,2312,2021,6/29/2021 4:00:00 AM,6/25/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,700,TREK,X-CALIBER 9,MOUNTAIN,MEN'S,BLACK GREEN,18,Old Ottawa East,Sector 22,Central,5050053,368900.7049,5033101.591
2561,2395,2021,6/29/2021 4:00:00 AM,6/25/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,50,UNKNOWN,N/A,OTHER,UNISEX,BLUE,1,Old Ottawa East,Sector 22,Central,5050015,368998.32,5030968.133
2562,2489,2021,6/29/2021 4:00:00 AM,6/25/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,250,NAKAMURA,700CC,HYBRID,WOMEN'S,BROWN,21,Stittsville,Sector 13,West,5050053,368900.7049,5033101.591
2563,2625,2021,6/29/2021 4:00:00 AM,6/25/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,OTHER,UNISEX,GRAYBLACK,1,Sandy Hill,Sector 24,Central,5050015,368998.32,5030968.133
2564,2690,2021,6/29/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,400,KONA,DEW RIDER PLUS,TOURING,MEN'S,LIGHT GREEN,21,Bridlewood - Emerald Meadows,Sector 13,West,5050042,366997.7041,5029855.563
2565,2884,2021,6/29/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1500,DEVINCI,DEVINCI STREET,TOURING,UNISEX,RED,21,West Centretown,Sector 22,Central,5050161.06,355996.5189,5015370.938
2566,2933,2021,6/29/2021 4:00:00 AM,6/29/2021 4:00:00 AM,Tuesday,THEFT >BICYCLE,STOLEN,0,SUPE,N/A,MOUNTAIN,MEN'S,RED DARK BLACK,26,Lowertown,Sector 24,Central,5050051,369199.7101,5031589.576
2567,2987,2021,6/29/2021 4:00:00 AM,6/29/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,580,TREK,MARLIN 4,MOUNTAIN,MEN'S,SILK,21,Billings Bridge - Alta Vista,Sector 34,East,5050151.07,350846.0071,5016456.274
2568,2988,2021,6/29/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,300,MARIN,CITY,HYBRID,UNISEX,SILK,21,Sandy Hill,Sector 24,Central,5050042,366997.7041,5029855.563
2569,2989,2021,6/29/2021 4:00:00 AM,6/29/2021 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,700,NORCO,STORM 5 (2021),MOUNTAIN,UNISEX,SILK,21,Carleton University,Sector 22,Central,5050050,368822.7079,5031736.578
2570,2131,2021,6/28/2021 4:00:00 AM,6/27/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,699,GIANT,TALON 29 3,MOUNTAIN,UNISEX,BLACK,1,Borden Farm - Fisher Glen,Sector 17,West,5050017,368354.711,5028536.551
2571,2573,2021,6/28/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,600,MARIN,FAIR FAX 1,HYBRID,MEN'S,GRAY,21,Old Ottawa South,Sector 22,Central,5050131.01,364944.8794,5023527.764
2572,2679,2021,6/28/2021 4:00:00 AM,6/24/2021 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,600,CCM,CCM ALPHA,MOUNTAIN,MEN'S,GREENBLACK,21,Sandy Hill,Sector 24,Central,5050051,369094.709,5031761.578
2573,2765,2021,6/28/2021 4:00:00 AM,6/28/2021 4:00:00 AM,Monday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Sandy Hill,Sector 24,Central,5050051,369147.709,5032035.581
2574,1917,2021,6/27/2021 4:00:00 AM,6/26/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,1200,GARY FISHER,GARY FISHER,MOUNTAIN,MEN'S, WHITE,0,Lowertown,Sector 24,Central,5050056,368331.703,5033060.591
2575,2037,2021,6/27/2021 4:00:00 AM,6/26/2021 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,500,URBAN,SINGLE GEAR,OTHER,MEN'S,BLACK,1,Lowertown,Sector 24,Central,5050056,368331.703,5033060.591
